Origen,'Proyecto ALIAS',País,'Tipo de Proyecto','Estado manual',MES,'Estado Proyecto (Fecha creación LEAD)','TC (ARS/USD)','Variación TC ARS/USD (- 12 SEM)','Variación TC UYU/USD (- 12 SEM)','Tasa interés crédito hipoteca',Class
Facebook,'Proyecto #1',UY,Departamentos,'Posible comprador',10,IO,17.65,-0.0028,-0.0127,5.53,'UNQUALIFIED LEAD'
Facebook,'Proyecto #2',AR,Departamentos,'Posible comprador',10,FO,17.65,-0.0028,-0.0127,17.55,'UNQUALIFIED LEAD'
Google,'Proyecto #3',UY,Departamentos,'Perfil inadecuado',10,PV,17.65,-0.0028,-0.0127,5.53,'UNQUALIFIED LEAD'
Google,'Proyecto #3',UY,Departamentos,'Posible comprador',10,PV,17.65,-0.0028,-0.0127,5.53,'UNQUALIFIED LEAD'
Evento,'Proyecto #3',UY,Departamentos,'Posible comprador',10,PV,17.65,-0.0028,-0.0127,5.53,'UNQUALIFIED LEAD'
Facebook,'Proyecto #3',UY,Departamentos,'Posible comprador',10,PV,17.65,-0.0028,-0.0127,5.53,'UNQUALIFIED LEAD'
Facebook,'Proyecto #2',AR,Departamentos,'Posible comprador',10,FO,17.65,-0.0028,-0.0127,17.55,'UNQUALIFIED LEAD'
Facebook,'Proyecto #1',UY,Departamentos,'Posible comprador',10,IO,17.65,-0.0028,-0.0127,5.53,'UNQUALIFIED LEAD'
Facebook,'Proyecto #1',UY,Departamentos,'Perfil inadecuado',10,IO,17.65,-0.0028,-0.0127,5.53,'UNQUALIFIED LEAD'
Facebook,'Proyecto #1',UY,Departamentos,'Posible comprador',10,IO,17.65,-0.0028,-0.0127,5.53,'UNQUALIFIED LEAD'
Facebook,'Proyecto #3',UY,Departamentos,'Perfil inadecuado',10,PV,17.65,-0.0028,-0.0127,5.53,'UNQUALIFIED LEAD'
Google,'Proyecto #2',AR,Departamentos,'Posible comprador',10,FO,17.65,-0.0028,-0.0127,17.55,'UNQUALIFIED LEAD'
Facebook,'Proyecto #1',UY,Departamentos,'Posible comprador',10,IO,17.65,-0.0028,-0.0127,5.53,'UNQUALIFIED LEAD'
Facebook,'Proyecto #1',UY,Departamentos,'Perfil inadecuado',10,IO,17.65,-0.0028,-0.0127,5.53,'UNQUALIFIED LEAD'
Facebook,'Proyecto #1',UY,Departamentos,'Posible comprador',10,IO,17.65,-0.0028,-0.0127,5.53,'UNQUALIFIED LEAD'
Facebook,'Proyecto #2',AR,Departamentos,'Posible comprador',10,FO,17.65,-0.0028,-0.0127,17.55,'UNQUALIFIED LEAD'
Google,'Proyecto #2',AR,Departamentos,'Posible comprador',10,FO,17.65,-0.0028,-0.0127,17.55,'UNQUALIFIED LEAD'
Facebook,'Proyecto #2',AR,Departamentos,'Posible comprador',10,FO,17.65,-0.0028,-0.0127,17.55,'UNQUALIFIED LEAD'
Facebook,'Proyecto #3',UY,Departamentos,'Posible comprador',10,PV,17.65,-0.0028,-0.0127,5.53,'UNQUALIFIED LEAD'
Facebook,'Proyecto #3',UY,Departamentos,'Posible comprador',10,PV,17.65,-0.0028,-0.0127,5.53,'UNQUALIFIED LEAD'
Facebook,'Proyecto #1',UY,Departamentos,'Perfil inadecuado',10,IO,17.65,-0.0028,-0.0127,5.53,'UNQUALIFIED LEAD'
Facebook,'Proyecto #2',AR,Departamentos,'Posible comprador',10,FO,17.65,-0.0028,-0.0127,17.55,'UNQUALIFIED LEAD'
Facebook,'Proyecto #1',UY,Departamentos,'Posible comprador',10,IO,17.65,-0.0028,-0.0127,5.53,'UNQUALIFIED LEAD'
Google,'Proyecto #2',AR,Departamentos,'Posible comprador',10,FO,17.65,-0.0028,-0.0127,17.55,'UNQUALIFIED LEAD'
Facebook,'Proyecto #1',UY,Departamentos,'Posible comprador',10,IO,17.65,-0.0028,-0.0127,5.53,'UNQUALIFIED LEAD'
Facebook,'Proyecto #2',AR,Departamentos,'Posible comprador',10,FO,17.65,-0.0028,-0.0127,17.55,'UNQUALIFIED LEAD'
Facebook,'Proyecto #1',UY,Departamentos,'Posible comprador',10,IO,17.65,-0.0028,-0.0127,5.53,'UNQUALIFIED LEAD'
Facebook,'Proyecto #3',UY,Departamentos,'Perfil inadecuado',10,PV,17.65,-0.0028,-0.0127,5.53,'UNQUALIFIED LEAD'
Facebook,'Proyecto #1',UY,Departamentos,'Posible comprador',10,IO,17.65,-0.0028,-0.0127,5.53,'UNQUALIFIED LEAD'
Google,'Proyecto #2',AR,Departamentos,'Posible comprador',10,FO,17.65,-0.0028,-0.0127,17.55,'UNQUALIFIED LEAD'
Facebook,'Proyecto #1',UY,Departamentos,'Posible comprador',10,IO,17.65,-0.0028,-0.0127,5.53,'UNQUALIFIED LEAD'
Facebook,'Proyecto #3',UY,Departamentos,'Posible comprador',10,PV,17.65,-0.0028,-0.0127,5.53,'UNQUALIFIED LEAD'
Google,'Proyecto #2',AR,Departamentos,'Posible comprador',10,FO,17.65,-0.0028,-0.0127,17.55,'UNQUALIFIED LEAD'
Facebook,'Proyecto #1',UY,Departamentos,'Posible comprador',10,IO,17.65,-0.0028,-0.0127,5.53,'UNQUALIFIED LEAD'
Facebook,'Proyecto #3',UY,Departamentos,'Posible comprador',10,PV,17.65,-0.0028,-0.0127,5.53,'UNQUALIFIED LEAD'
Facebook,'Proyecto #3',UY,Departamentos,'Posible comprador',10,PV,17.65,-0.0028,-0.0127,5.53,'UNQUALIFIED LEAD'
Facebook,'Proyecto #3',UY,Departamentos,'Posible comprador',10,PV,17.65,-0.0028,-0.0127,5.53,'UNQUALIFIED LEAD'
Facebook,'Proyecto #1',UY,Departamentos,'Posible comprador',10,IO,17.65,-0.0028,-0.0127,5.53,'UNQUALIFIED LEAD'
Facebook,'Proyecto #2',AR,Departamentos,'Posible comprador',10,FO,17.7,0,-0.0007,17.55,'UNQUALIFIED LEAD'
Espontaneo,'Proyecto #1',UY,Departamentos,'Posible comprador',10,IO,17.7,0,-0.0007,5.53,'UNQUALIFIED LEAD'
Facebook,'Proyecto #1',UY,Departamentos,'Posible comprador',10,IO,17.7,0,-0.0007,5.53,'UNQUALIFIED LEAD'
Google,'Proyecto #1',UY,Departamentos,'Posible comprador',10,IO,17.7,0,-0.0007,5.53,'UNQUALIFIED LEAD'
Facebook,'Proyecto #1',UY,Departamentos,'Posible comprador',10,IO,17.7,0,-0.0007,5.53,'UNQUALIFIED LEAD'
Facebook,'Proyecto #2',AR,Departamentos,'Posible comprador',10,FO,17.7,0,-0.0007,17.55,'UNQUALIFIED LEAD'
Facebook,'Proyecto #1',UY,Departamentos,'Posible comprador',10,IO,17.7,0,-0.0007,5.53,'UNQUALIFIED LEAD'
Facebook,'Proyecto #2',AR,Departamentos,'Perfil inadecuado',10,FO,17.7,0,-0.0007,17.55,'UNQUALIFIED LEAD'
Google,'Proyecto #2',AR,Departamentos,'Posible comprador',10,FO,17.7,0,-0.0007,17.55,'UNQUALIFIED LEAD'
Google,'Proyecto #2',AR,Departamentos,'Posible comprador',10,FO,17.7,0,-0.0007,17.55,'UNQUALIFIED LEAD'
Facebook,'Proyecto #2',AR,Departamentos,'Posible comprador',10,FO,17.7,0,-0.0007,17.55,'UNQUALIFIED LEAD'
Organico,'Proyecto #3',UY,Departamentos,'Posible comprador',10,PV,17.7,0,-0.0007,5.53,'UNQUALIFIED LEAD'
Facebook,'Proyecto #3',UY,Departamentos,'Perfil inadecuado',10,PV,17.7,0,-0.0007,5.53,'UNQUALIFIED LEAD'
Facebook,'Proyecto #1',UY,Departamentos,'Posible comprador',10,IO,17.7,0,-0.0007,5.53,'UNQUALIFIED LEAD'
Facebook,'Proyecto #3',UY,Departamentos,'Posible comprador',10,PV,17.65,-0.0028,-0.0028,5.53,'UNQUALIFIED LEAD'
Facebook,'Proyecto #1',UY,Departamentos,'Posible comprador',10,IO,17.65,-0.0028,-0.0028,5.53,'UNQUALIFIED LEAD'
Facebook,'Proyecto #1',UY,Departamentos,'Posible comprador',10,IO,17.65,-0.0028,-0.0028,5.53,'UNQUALIFIED LEAD'
Facebook,'Proyecto #1',UY,Departamentos,'Posible comprador',10,IO,17.65,-0.0028,-0.0028,5.53,'UNQUALIFIED LEAD'
Espontaneo,'Proyecto #1',UY,Departamentos,'Posible comprador',10,IO,17.65,-0.0028,-0.0028,5.53,'QUALIFIED LEAD'
Facebook,'Proyecto #1',UY,Departamentos,'Posible comprador',10,IO,17.65,-0.0028,-0.0028,5.53,'UNQUALIFIED LEAD'
Facebook,'Proyecto #1',UY,Departamentos,'Posible comprador',10,IO,17.65,-0.0028,-0.0028,5.53,'UNQUALIFIED LEAD'
Facebook,'Proyecto #1',UY,Departamentos,'Posible comprador',10,IO,17.65,-0.0028,-0.0028,5.53,'UNQUALIFIED LEAD'
Facebook,'Proyecto #1',UY,Departamentos,'Posible comprador',10,IO,17.65,-0.0028,-0.0028,5.53,'UNQUALIFIED LEAD'
Facebook,'Proyecto #1',UY,Departamentos,'Posible comprador',10,IO,17.65,-0.0028,-0.0028,5.53,'UNQUALIFIED LEAD'
Facebook,'Proyecto #2',AR,Departamentos,'Posible comprador',11,FO,17.6,-0.0056,-0.0016,17.3,'UNQUALIFIED LEAD'
Facebook,'Proyecto #2',AR,Departamentos,'Perfil inadecuado',11,FO,17.6,-0.0056,-0.0016,17.3,'UNQUALIFIED LEAD'
Facebook,'Proyecto #2',AR,Departamentos,'Posible comprador',11,FO,17.6,-0.0056,-0.0016,17.3,'UNQUALIFIED LEAD'
Google,'Proyecto #2',AR,Departamentos,'Posible comprador',11,FO,17.6,-0.0056,-0.0016,17.3,'UNQUALIFIED LEAD'
Facebook,'Proyecto #1',UY,Departamentos,'Posible comprador',11,IO,17.6,-0.0056,-0.0016,5.92,'UNQUALIFIED LEAD'
Facebook,'Proyecto #1',UY,Departamentos,'Posible comprador',11,IO,17.6,-0.0056,-0.0016,5.92,'UNQUALIFIED LEAD'
Organico,'Proyecto #1',UY,Departamentos,'Posible comprador',11,IO,17.6,-0.0056,-0.0016,5.92,'UNQUALIFIED LEAD'
Facebook,'Proyecto #1',UY,Departamentos,'Perfil inadecuado',11,IO,17.6,-0.0056,-0.0016,5.92,'UNQUALIFIED LEAD'
Facebook,'Proyecto #1',UY,Departamentos,'Posible comprador',11,IO,17.6,-0.0056,-0.0016,5.92,'UNQUALIFIED LEAD'
Facebook,'Proyecto #1',UY,Departamentos,'Posible comprador',11,IO,17.55,-0.0085,-0.003,5.92,'UNQUALIFIED LEAD'
Facebook,'Proyecto #1',UY,Departamentos,'Posible comprador',11,IO,17.55,-0.0085,-0.003,5.92,'UNQUALIFIED LEAD'
Organico,'Proyecto #3',UY,Departamentos,'Posible comprador',11,PV,17.55,-0.0085,-0.003,5.92,'UNQUALIFIED LEAD'
Facebook,'Proyecto #1',UY,Departamentos,'Posible comprador',11,IO,17.55,-0.0085,-0.003,5.92,'UNQUALIFIED LEAD'
Google,'Proyecto #3',UY,Departamentos,'Posible comprador',11,PV,17.55,-0.0085,-0.003,5.92,'UNQUALIFIED LEAD'
Facebook,'Proyecto #3',UY,Departamentos,'Perfil inadecuado',11,PV,17.55,-0.0085,-0.003,5.92,'UNQUALIFIED LEAD'
Facebook,'Proyecto #1',UY,Departamentos,'Posible comprador',11,IO,17.55,-0.0085,-0.003,5.92,'UNQUALIFIED LEAD'
Facebook,'Proyecto #1',UY,Departamentos,'Perfil inadecuado',11,IO,17.55,-0.0085,-0.003,5.92,'UNQUALIFIED LEAD'
Organico,'Proyecto #1',UY,Departamentos,'Posible comprador',11,IO,17.55,-0.0085,-0.003,5.92,'UNQUALIFIED LEAD'
Google,'Proyecto #1',UY,Departamentos,'Posible comprador',11,IO,17.55,-0.0085,-0.003,5.92,'UNQUALIFIED LEAD'
Facebook,'Proyecto #2',AR,Departamentos,'Posible comprador',11,FO,17.65,0.0292,-0.0034,17.3,'UNQUALIFIED LEAD'
Google,'Proyecto #1',UY,Departamentos,'Posible comprador',11,IO,17.65,0.0292,-0.0034,5.92,'UNQUALIFIED LEAD'
Google,'Proyecto #2',AR,Departamentos,'Perfil inadecuado',11,FO,17.65,0.0292,-0.0034,17.3,'UNQUALIFIED LEAD'
Organico,'Proyecto #2',AR,Departamentos,'Perfil inadecuado',11,FO,17.65,0.0292,-0.0034,17.3,'UNQUALIFIED LEAD'
Facebook,'Proyecto #1',UY,Departamentos,'Posible comprador',11,IO,17.65,0.0292,-0.0034,5.92,'UNQUALIFIED LEAD'
Google,'Proyecto #1',UY,Departamentos,'Posible comprador',11,IO,17.65,0.0292,-0.0034,5.92,'UNQUALIFIED LEAD'
Google,'Proyecto #1',UY,Departamentos,'Perfil inadecuado',11,IO,17.65,0.0292,-0.0034,5.92,'UNQUALIFIED LEAD'
Facebook,'Proyecto #1',UY,Departamentos,'Posible comprador',11,IO,17.65,0.0292,-0.0034,5.92,'UNQUALIFIED LEAD'
Organico,'Proyecto #1',UY,Departamentos,'Posible comprador',11,IO,17.65,0.0292,-0.0034,5.92,'UNQUALIFIED LEAD'
Facebook,'Proyecto #1',UY,Departamentos,'Posible comprador',11,IO,17.65,0.0292,-0.0034,5.92,'UNQUALIFIED LEAD'
Facebook,'Proyecto #1',UY,Departamentos,'Posible comprador',11,IO,17.65,0.0292,-0.0034,5.92,'UNQUALIFIED LEAD'
Facebook,'Proyecto #1',UY,Departamentos,'Posible comprador',11,IO,17.65,0.0292,-0.0034,5.92,'UNQUALIFIED LEAD'
Facebook,'Proyecto #2',AR,Departamentos,'Perfil inadecuado',11,FO,17.65,0.0292,-0.0034,17.3,'UNQUALIFIED LEAD'
Facebook,'Proyecto #1',UY,Departamentos,'Posible comprador',11,IO,17.65,0.0292,-0.0034,5.92,'UNQUALIFIED LEAD'
Facebook,'Proyecto #1',UY,Departamentos,'Posible comprador',11,IO,17.65,0.0292,-0.0034,5.92,'UNQUALIFIED LEAD'
Facebook,'Proyecto #1',UY,Departamentos,'Posible comprador',11,IO,17.65,0.0292,-0.0034,5.92,'UNQUALIFIED LEAD'
Facebook,'Proyecto #1',UY,Departamentos,'Posible comprador',11,IO,17.65,0.0292,-0.0034,5.92,'UNQUALIFIED LEAD'
Facebook,'Proyecto #1',UY,Departamentos,'Posible comprador',11,IO,17.65,0.0292,-0.0034,5.92,'UNQUALIFIED LEAD'
Facebook,'Proyecto #1',UY,Departamentos,'Posible comprador',11,IO,17.65,0.0292,-0.0034,5.92,'UNQUALIFIED LEAD'
Google,'Proyecto #2',AR,Departamentos,'Posible comprador',11,FO,17.65,0.0292,-0.0034,17.3,'UNQUALIFIED LEAD'
Facebook,'Proyecto #1',UY,Departamentos,'Posible comprador',11,IO,17.65,0.0292,-0.0034,5.92,'UNQUALIFIED LEAD'
Facebook,'Proyecto #3',UY,Departamentos,'Posible comprador',11,PV,17.65,0.0292,-0.0034,5.92,'UNQUALIFIED LEAD'
Google,'Proyecto #1',UY,Departamentos,'Posible comprador',11,IO,17.65,0.0292,-0.0034,5.92,'UNQUALIFIED LEAD'
Google,'Proyecto #2',AR,Departamentos,'Posible comprador',11,FO,17.65,0.0292,-0.0034,17.3,'UNQUALIFIED LEAD'
Facebook,'Proyecto #1',UY,Departamentos,'Posible comprador',11,IO,17.65,0.0292,-0.0034,5.92,'UNQUALIFIED LEAD'
Google,'Proyecto #2',AR,Departamentos,'Posible comprador',11,FO,17.65,0.0292,-0.0034,17.3,'UNQUALIFIED LEAD'
Facebook,'Proyecto #3',UY,Departamentos,'Posible comprador',11,PV,17.65,0.0292,-0.0034,5.92,'UNQUALIFIED LEAD'
Google,'Proyecto #2',AR,Departamentos,'Posible comprador',11,FO,17.65,0.0292,-0.0034,17.3,'UNQUALIFIED LEAD'
Google,'Proyecto #1',UY,Departamentos,'Posible comprador',11,IO,17.65,0.0292,-0.0034,5.92,'UNQUALIFIED LEAD'
Facebook,'Proyecto #1',UY,Departamentos,'Perfil inadecuado',11,IO,17.65,0.0292,-0.0034,5.92,'UNQUALIFIED LEAD'
Facebook,'Proyecto #1',UY,Departamentos,'Posible comprador',11,IO,17.65,0.0292,-0.0034,5.92,'UNQUALIFIED LEAD'
Facebook,'Proyecto #1',UY,Departamentos,'Posible comprador',11,IO,17.65,0.0292,-0.0034,5.92,'UNQUALIFIED LEAD'
Facebook,'Proyecto #1',UY,Departamentos,'Posible comprador',11,IO,17.65,0.0292,-0.0034,5.92,'UNQUALIFIED LEAD'
Facebook,'Proyecto #1',UY,Departamentos,'Posible comprador',11,IO,17.65,0.0292,-0.0034,5.92,'UNQUALIFIED LEAD'
Facebook,'Proyecto #1',UY,Departamentos,'Perfil inadecuado',11,IO,17.65,0.0292,-0.0034,5.92,'UNQUALIFIED LEAD'
Facebook,'Proyecto #1',UY,Departamentos,'Perfil inadecuado',11,IO,17.65,0.0292,-0.0034,5.92,'UNQUALIFIED LEAD'
Facebook,'Proyecto #1',UY,Departamentos,'Posible comprador',11,IO,17.65,0.0292,-0.0034,5.92,'UNQUALIFIED LEAD'
Facebook,'Proyecto #1',UY,Departamentos,'Perfil inadecuado',11,IO,17.65,0.0292,-0.0034,5.92,'UNQUALIFIED LEAD'
Google,'Proyecto #2',AR,Departamentos,'Perfil inadecuado',11,FO,17.65,0.0292,-0.0034,17.3,'UNQUALIFIED LEAD'
Facebook,'Proyecto #1',UY,Departamentos,'Posible comprador',11,IO,17.65,0.0292,-0.0034,5.92,'UNQUALIFIED LEAD'
Facebook,'Proyecto #1',UY,Departamentos,'Posible comprador',11,IO,17.65,0.0292,-0.0034,5.92,'UNQUALIFIED LEAD'
Organico,'Proyecto #3',UY,Departamentos,'Posible comprador',11,PV,17.65,0.0292,-0.0034,5.92,'UNQUALIFIED LEAD'
Facebook,'Proyecto #1',UY,Departamentos,'Posible comprador',11,IO,17.65,0.0292,-0.0034,5.92,'UNQUALIFIED LEAD'
Facebook,'Proyecto #1',UY,Departamentos,'Posible comprador',11,IO,17.65,0.0292,-0.0034,5.92,'UNQUALIFIED LEAD'
Facebook,'Proyecto #1',UY,Departamentos,'Posible comprador',11,IO,17.65,0.0292,-0.0034,5.92,'UNQUALIFIED LEAD'
Evento,'Proyecto #3',UY,Departamentos,'Perfil inadecuado',11,PV,17.65,0.0352,-0.0055,5.92,'UNQUALIFIED LEAD'
Facebook,'Proyecto #2',AR,Departamentos,'Posible comprador',11,FO,17.65,0.0352,-0.0055,17.3,'UNQUALIFIED LEAD'
Google,'Proyecto #1',UY,Departamentos,'Posible comprador',11,IO,17.65,0.0352,-0.0055,5.92,'UNQUALIFIED LEAD'
Facebook,'Proyecto #2',AR,Departamentos,'Perfil inadecuado',11,FO,17.55,0.0203,-0.0095,17.3,'UNQUALIFIED LEAD'
Evento,'Proyecto #3',UY,Departamentos,'Posible comprador',11,PV,17.55,0.0203,-0.0095,5.92,'UNQUALIFIED LEAD'
Organico,'Proyecto #2',AR,Departamentos,'Perfil inadecuado',11,FO,17.55,0.0203,-0.0095,17.3,'UNQUALIFIED LEAD'
Google,'Proyecto #2',AR,Departamentos,'Posible comprador',11,FO,17.55,0.0203,-0.0095,17.3,'UNQUALIFIED LEAD'
Organico,'Proyecto #1',UY,Departamentos,'Posible comprador',11,IO,17.55,0.0203,-0.0095,5.92,'UNQUALIFIED LEAD'
Evento,'Proyecto #3',UY,Departamentos,'Perfil inadecuado',11,PV,17.55,0.0203,-0.0095,5.92,'UNQUALIFIED LEAD'
Evento,'Proyecto #3',UY,Departamentos,'Posible comprador',11,PV,17.55,0.0203,-0.0095,5.92,'UNQUALIFIED LEAD'
Evento,'Proyecto #1',UY,Departamentos,'Posible comprador',11,IO,17.55,0.0203,-0.0095,5.92,'UNQUALIFIED LEAD'
Evento,'Proyecto #3',UY,Departamentos,'Posible comprador',11,PV,17.55,0.0203,-0.0095,5.92,'UNQUALIFIED LEAD'
Evento,'Proyecto #3',UY,Departamentos,'Posible comprador',11,PV,17.55,0.0203,-0.0095,5.92,'UNQUALIFIED LEAD'
Evento,'Proyecto #1',UY,Departamentos,'Perfil inadecuado',11,IO,17.55,0.0203,-0.0095,5.92,'UNQUALIFIED LEAD'
Evento,'Proyecto #1',UY,Departamentos,'Posible comprador',11,IO,17.55,0.0203,-0.0095,5.92,'UNQUALIFIED LEAD'
Evento,'Proyecto #1',UY,Departamentos,'Posible comprador',11,IO,17.55,0.0203,-0.0095,5.92,'UNQUALIFIED LEAD'
Evento,'Proyecto #3',UY,Departamentos,'Posible comprador',11,PV,17.55,0.0203,-0.0095,5.92,'UNQUALIFIED LEAD'
Evento,'Proyecto #3',UY,Departamentos,'Posible comprador',11,PV,17.55,0.0203,-0.0095,5.92,'UNQUALIFIED LEAD'
Evento,'Proyecto #3',UY,Departamentos,'Posible comprador',11,PV,17.55,0.0203,-0.0095,5.92,'UNQUALIFIED LEAD'
Evento,'Proyecto #3',UY,Departamentos,'Posible comprador',11,PV,17.55,0.0203,-0.0095,5.92,'UNQUALIFIED LEAD'
Evento,'Proyecto #3',UY,Departamentos,'Posible comprador',11,PV,17.55,0.0115,-0.0109,5.92,'UNQUALIFIED LEAD'
Google,'Proyecto #1',UY,Departamentos,'Posible comprador',11,IO,17.55,0.0115,-0.0109,5.92,'UNQUALIFIED LEAD'
Google,'Proyecto #2',AR,Departamentos,'Posible comprador',11,FO,17.55,0.0115,-0.0109,17.3,'UNQUALIFIED LEAD'
Google,'Proyecto #2',AR,Departamentos,'Perfil inadecuado',11,FO,17.55,0.0115,-0.0109,17.3,'UNQUALIFIED LEAD'
Espontaneo,'Proyecto #2',AR,Departamentos,'Posible comprador',11,FO,17.55,0.0115,-0.0109,17.3,'QUALIFIED LEAD'
Evento,'Proyecto #3',UY,Departamentos,'Posible comprador',11,PV,17.55,0.0115,-0.0109,5.92,'UNQUALIFIED LEAD'
Facebook,'Proyecto #2',AR,Departamentos,'Posible comprador',11,FO,17.55,0.0115,-0.0109,17.3,'UNQUALIFIED LEAD'
Facebook,'Proyecto #2',AR,Departamentos,'Perfil inadecuado',11,FO,17.55,0.0115,-0.0109,17.3,'UNQUALIFIED LEAD'
Referido,'Proyecto #2',AR,Departamentos,'Perfil inadecuado',11,FO,17.55,0.0115,-0.0109,17.3,'UNQUALIFIED LEAD'
Facebook,'Proyecto #2',AR,Departamentos,'Posible comprador',11,FO,17.55,0.0115,-0.0109,17.3,'UNQUALIFIED LEAD'
Google,'Proyecto #2',AR,Departamentos,'Posible comprador',11,FO,17.55,0.0115,-0.0109,17.3,'UNQUALIFIED LEAD'
Facebook,'Proyecto #2',AR,Departamentos,'Posible comprador',11,FO,17.55,0.0115,-0.0109,17.3,'UNQUALIFIED LEAD'
Facebook,'Proyecto #2',AR,Departamentos,'Perfil inadecuado',11,FO,17.5,0.0116,-0.0049,17.3,'UNQUALIFIED LEAD'
Facebook,'Proyecto #2',AR,Departamentos,'Perfil inadecuado',11,FO,17.5,0.0116,-0.0049,17.3,'UNQUALIFIED LEAD'
Facebook,'Proyecto #2',AR,Departamentos,'Perfil inadecuado',11,FO,17.5,0.0116,-0.0049,17.3,'UNQUALIFIED LEAD'
Facebook,'Proyecto #2',AR,Departamentos,'Posible comprador',11,FO,17.5,0.0116,-0.0049,17.3,'UNQUALIFIED LEAD'
Facebook,'Proyecto #2',AR,Departamentos,'Posible comprador',11,FO,17.5,0.0116,-0.0049,17.3,'UNQUALIFIED LEAD'
Facebook,'Proyecto #2',AR,Departamentos,'Posible comprador',11,FO,17.5,0.0116,-0.0049,17.3,'UNQUALIFIED LEAD'
Facebook,'Proyecto #2',AR,Departamentos,'Posible comprador',11,FO,17.5,0.0116,-0.0049,17.3,'UNQUALIFIED LEAD'
Facebook,'Proyecto #2',AR,Departamentos,'Posible comprador',11,FO,17.5,0.0116,-0.0049,17.3,'UNQUALIFIED LEAD'
Facebook,'Proyecto #2',AR,Departamentos,'Posible comprador',11,FO,17.5,0.0116,-0.0049,17.3,'UNQUALIFIED LEAD'
Google,'Proyecto #1',UY,Departamentos,'Posible comprador',11,IO,17.5,0.0116,-0.0049,5.92,'UNQUALIFIED LEAD'
Google,'Proyecto #2',AR,Departamentos,'Posible comprador',11,FO,17.5,0.0116,-0.0049,17.3,'UNQUALIFIED LEAD'
Facebook,'Proyecto #2',AR,Departamentos,'Posible comprador',11,FO,17.5,0.0116,-0.0049,17.3,'UNQUALIFIED LEAD'
Facebook,'Proyecto #2',AR,Departamentos,'Posible comprador',11,FO,17.5,0.0116,-0.0049,17.3,'UNQUALIFIED LEAD'
Facebook,'Proyecto #1',UY,Departamentos,'Posible comprador',11,IO,17.5,0.0116,-0.0049,5.92,'UNQUALIFIED LEAD'
Facebook,'Proyecto #2',AR,Departamentos,'Posible comprador',11,FO,17.5,0.0116,-0.0049,17.3,'UNQUALIFIED LEAD'
Facebook,'Proyecto #2',AR,Departamentos,'Posible comprador',11,FO,17.5,0.0116,-0.0049,17.3,'UNQUALIFIED LEAD'
Organico,'Proyecto #2',AR,Departamentos,'Posible comprador',11,FO,17.5,0.0116,-0.0049,17.3,'UNQUALIFIED LEAD'
Facebook,'Proyecto #2',AR,Departamentos,'Posible comprador',11,FO,17.5,0.0116,-0.0049,17.3,'UNQUALIFIED LEAD'
Facebook,'Proyecto #3',UY,Departamentos,'Posible comprador',11,PV,17.5,0.0116,-0.0049,5.92,'UNQUALIFIED LEAD'
Facebook,'Proyecto #1',UY,Departamentos,'Perfil inadecuado',11,IO,17.5,0.0116,-0.0049,5.92,'UNQUALIFIED LEAD'
Google,'Proyecto #1',UY,Departamentos,'Posible comprador',11,IO,17.5,0.0116,-0.0049,5.92,'UNQUALIFIED LEAD'
Facebook,'Proyecto #3',UY,Departamentos,'Perfil inadecuado',11,PV,17.5,0.0116,-0.0049,5.92,'UNQUALIFIED LEAD'
Facebook,'Proyecto #1',UY,Departamentos,'Posible comprador',11,IO,17.5,0.0116,-0.0049,5.92,'UNQUALIFIED LEAD'
Facebook,'Proyecto #2',AR,Departamentos,'Posible comprador',11,FO,17.5,0.0116,-0.0049,17.3,'UNQUALIFIED LEAD'
Evento,'Proyecto #2',AR,Departamentos,'Posible comprador',11,FO,17.5,0.0116,-0.0049,17.3,'UNQUALIFIED LEAD'
Evento,'Proyecto #2',AR,Departamentos,'Posible comprador',11,FO,17.5,0.0116,-0.0049,17.3,'UNQUALIFIED LEAD'
Evento,'Proyecto #2',AR,Departamentos,'Posible comprador',11,FO,17.5,0.0116,-0.0049,17.3,'UNQUALIFIED LEAD'
Facebook,'Proyecto #1',UY,Departamentos,'Posible comprador',11,IO,17.5,0.0116,-0.0049,5.92,'UNQUALIFIED LEAD'
Organico,'Proyecto #3',UY,Departamentos,'Posible comprador',11,PV,17.5,0.0116,-0.0049,5.92,'UNQUALIFIED LEAD'
Facebook,'Proyecto #1',UY,Departamentos,'Posible comprador',11,IO,17.5,0.0116,-0.0049,5.92,'UNQUALIFIED LEAD'
Facebook,'Proyecto #1',UY,Departamentos,'Posible comprador',11,IO,17.5,0.0116,-0.0049,5.92,'UNQUALIFIED LEAD'
Facebook,'Proyecto #1',UY,Departamentos,'Posible comprador',11,IO,17.5,0.0116,-0.0049,5.92,'UNQUALIFIED LEAD'
Facebook,'Proyecto #2',AR,Departamentos,'Posible comprador',11,FO,17.5,0.0174,0,17.3,'UNQUALIFIED LEAD'
Facebook,'Proyecto #2',AR,Departamentos,'Posible comprador',11,FO,17.5,0.0174,0,17.3,'UNQUALIFIED LEAD'
Facebook,'Proyecto #1',UY,Departamentos,'Posible comprador',11,IO,17.5,0.0174,0,5.92,'UNQUALIFIED LEAD'
Facebook,'Proyecto #2',AR,Departamentos,'Posible comprador',11,FO,17.5,0.0174,0,17.3,'UNQUALIFIED LEAD'
Facebook,'Proyecto #1',UY,Departamentos,'Posible comprador',11,IO,17.5,0.0174,0,5.92,'UNQUALIFIED LEAD'
